DateTime;Quality status;Resolution code;Net regulation volume;System imbalance;Alpha;Marginal incremental price;Marginal decremental price;Strategic reserve price;Positive imbalance price;Negative imbalance price
2021-12-31T23:45:00+01:00;Validated;PT15M;60.386;-7.333;0.0;150.0;60.73;;150.0;150.0
2021-12-31T23:30:00+01:00;Validated;PT15M;-109.414;99.125;0.0;159.0;46.45;;46.45;46.45
2021-12-31T23:15:00+01:00;Validated;PT15M;-113.537;131.166;0.0;159.0;33.68;;33.68;33.68
2021-12-31T23:00:00+01:00;Validated;PT15M;0.013;24.873;0.0;159.0;36.34;;36.34;36.34
2021-12-31T22:45:00+01:00;Validated;PT15M;343.404;-328.679;34.57;162.76;35.96;;197.33;197.33
2021-12-31T22:30:00+01:00;Validated;PT15M;307.099;-367.796;31.03;174.07;35.96;;205.09;205.09
2021-12-31T22:15:00+01:00;Validated;PT15M;307.577;-311.869;13.91;159.0;35.96;;172.91;172.91
2021-12-31T22:00:00+01:00;Validated;PT15M;249.527;-250.938;4.88;161.98;35.96;;166.87;166.87
2021-12-31T21:45:00+01:00;Validated;PT15M;167.404;-169.645;1.31;159.0;6.2;;160.31;160.31
2021-12-31T21:30:00+01:00;Validated;PT15M;77.334;-77.793;0.0;159.0;6.2;;159.0;159.0
2021-12-31T21:15:00+01:00;Validated;PT15M;12.259;-9.51;0.0;159.0;6.2;;159.0;159.0
2021-12-31T21:00:00+01:00;Validated;PT15M;-8.673;18.803;0.0;159.0;6.2;;6.2;6.2
2021-12-31T20:45:00+01:00;Validated;PT15M;74.162;-70.561;0.0;200.0;-32.27;;200.0;200.0
2021-12-31T20:30:00+01:00;Validated;PT15M;40.215;-29.191;0.0;200.0;75.0;;200.0;200.0
2021-12-31T20:15:00+01:00;Validated;PT15M;-3.179;2.418;0.0;200.0;2.64;;2.64;2.64
2021-12-31T20:00:00+01:00;Validated;PT15M;-3.86;-2.661;0.0;200.0;-30.67;;200.0;200.0
2021-12-31T19:45:00+01:00;Validated;PT15M;-11.457;20.916;0.0;242.54;53.83;;53.83;53.83
2021-12-31T19:30:00+01:00;Validated;PT15M;75.17;-31.42;0.0;300.0;58.0;;300.0;300.0
2021-12-31T19:15:00+01:00;Validated;PT15M;204.838;-238.316;21.3;296.44;60.72;;317.74;317.74
2021-12-31T19:00:00+01:00;Validated;PT15M;123.406;-385.207;4.29;214.05;60.72;;218.34;218.34
2021-12-31T18:45:00+01:00;Validated;PT15M;25.507;-18.251;0.0;187.0;70.0;;187.0;187.0
2021-12-31T18:30:00+01:00;Validated;PT15M;38.175;-19.148;0.0;187.0;70.0;;187.0;187.0
2021-12-31T18:15:00+01:00;Validated;PT15M;85.832;-72.754;0.0;187.0;70.0;;187.0;187.0
2021-12-31T18:00:00+01:00;Validated;PT15M;162.088;-109.0;0.0;187.76;70.0;;187.76;187.76
2021-12-31T17:45:00+01:00;Validated;PT15M;106.924;-148.241;0.0;200.04;70.0;;200.04;200.04
2021-12-31T17:30:00+01:00;Validated;PT15M;92.252;-66.917;0.0;209.73;75.0;;209.73;209.73
2021-12-31T17:15:00+01:00;Validated;PT15M;-9.462;-85.982;0.0;233.0;-44.71;;233.0;233.0
2021-12-31T17:00:00+01:00;Validated;PT15M;89.419;7.687;0.0;283.42;-53.28;;-53.28;-53.28
2021-12-31T16:45:00+01:00;Validated;PT15M;278.991;-272.636;11.51;283.42;70.0;;294.93;294.93
2021-12-31T16:30:00+01:00;Validated;PT15M;261.826;-263.959;9.67;283.42;70.0;;293.09;293.09
2021-12-31T16:15:00+01:00;Validated;PT15M;257.545;-248.743;9.29;283.42;70.0;;292.71;292.71
2021-12-31T16:00:00+01:00;Validated;PT15M;272.17;-258.462;15.58;283.42;70.0;;299.0;299.0
2021-12-31T15:45:00+01:00;Validated;PT15M;275.64;-320.237;15.7;296.44;-8.47;;312.14;312.14
2021-12-31T15:30:00+01:00;Validated;PT15M;206.567;-259.562;7.47;193.64;-8.47;;201.11;201.11
2021-12-31T15:15:00+01:00;Validated;PT15M;168.882;-217.984;2.04;180.17;-8.47;;182.21;182.21
2021-12-31T15:00:00+01:00;Validated;PT15M;73.795;-87.395;0.0;173.9;-8.47;;173.9;173.9
2021-12-31T14:45:00+01:00;Validated;PT15M;97.699;-108.535;0.0;173.9;-10.0;;173.9;173.9
2021-12-31T14:30:00+01:00;Validated;PT15M;48.136;-44.009;0.0;173.9;-10.0;;173.9;173.9
2021-12-31T14:15:00+01:00;Validated;PT15M;102.725;-94.031;0.0;173.9;-10.0;;173.9;173.9
2021-12-31T14:00:00+01:00;Validated;PT15M;65.187;-50.415;0.0;173.9;-10.0;;173.9;173.9
2021-12-31T13:45:00+01:00;Validated;PT15M;-27.366;39.546;0.0;173.9;3.76;;3.76;3.76
2021-12-31T13:30:00+01:00;Validated;PT15M;152.863;-138.092;0.0;173.9;3.76;;173.9;173.9
2021-12-31T13:15:00+01:00;Validated;PT15M;-183.512;144.052;0.0;173.9;-155.46;;-155.46;-155.46
2021-12-31T13:00:00+01:00;Validated;PT15M;-230.547;376.994;16.79;173.9;-93.41;;-110.19;-110.19
2021-12-31T12:45:00+01:00;Validated;PT15M;-185.847;212.299;6.38;173.9;-70.66;;-77.04;-77.04
2021-12-31T12:30:00+01:00;Validated;PT15M;-259.684;244.046;11.23;173.9;-113.74;;-124.98;-124.98
2021-12-31T12:15:00+01:00;Validated;PT15M;-144.798;289.142;9.95;173.9;-136.52;;-146.47;-146.47
2021-12-31T12:00:00+01:00;Validated;PT15M;-123.245;227.451;1.64;173.9;-116.64;;-118.27;-118.27
2021-12-31T11:45:00+01:00;Validated;PT15M;-47.179;48.766;0.0;173.9;-7.46;;-7.46;-7.46
2021-12-31T11:30:00+01:00;Validated;PT15M;68.586;-38.037;0.0;336.72;10.48;;336.72;336.72
2021-12-31T11:15:00+01:00;Validated;PT15M;254.107;-233.04;9.93;349.74;14.02;;359.67;359.67
2021-12-31T11:00:00+01:00;Validated;PT15M;283.024;-283.277;8.14;300.0;14.02;;308.14;308.14
2021-12-31T10:45:00+01:00;Validated;PT15M;212.764;-205.846;2.07;173.9;-26.22;;175.97;175.97
2021-12-31T10:30:00+01:00;Validated;PT15M;111.152;-101.604;0.0;185.49;-26.22;;185.49;185.49
2021-12-31T10:15:00+01:00;Validated;PT15M;122.239;-112.436;0.0;185.49;-26.22;;185.49;185.49
2021-12-31T10:00:00+01:00;Validated;PT15M;90.217;-82.573;0.0;185.49;-26.22;;185.49;185.49
2021-12-31T09:45:00+01:00;Validated;PT15M;187.233;-180.609;1.5;192.12;-15.58;;193.62;193.62
2021-12-31T09:30:00+01:00;Validated;PT15M;88.364;-84.463;0.0;192.12;-15.58;;192.12;192.12
2021-12-31T09:15:00+01:00;Validated;PT15M;-8.7;3.561;0.0;192.21;-15.58;;-15.58;-15.58
2021-12-31T09:00:00+01:00;Validated;PT15M;9.508;19.714;0.0;199.46;-27.36;;-27.36;-27.36
2021-12-31T08:45:00+01:00;Validated;PT15M;56.833;-55.125;0.0;194.4;12.0;;194.4;194.4
2021-12-31T08:30:00+01:00;Validated;PT15M;38.511;-30.206;0.0;192.12;12.0;;192.12;192.12
2021-12-31T08:15:00+01:00;Validated;PT15M;-34.581;18.699;0.0;192.12;12.43;;12.43;12.43
2021-12-31T08:00:00+01:00;Validated;PT15M;95.101;-29.582;0.0;201.63;-0.87;;201.63;201.63
2021-12-31T07:45:00+01:00;Validated;PT15M;-55.208;41.784;0.0;192.12;-39.9;;-39.9;-39.9
2021-12-31T07:30:00+01:00;Validated;PT15M;-52.311;102.875;0.0;192.12;-39.9;;-39.9;-39.9
2021-12-31T07:15:00+01:00;Validated;PT15M;-67.37;121.004;0.0;192.12;-22.98;;-22.98;-22.98
2021-12-31T07:00:00+01:00;Validated;PT15M;-34.668;31.973;0.0;192.12;-0.06;;-0.06;-0.06
2021-12-31T06:45:00+01:00;Validated;PT15M;-118.6;156.257;2.1;192.12;-54.9;;-57.0;-57.0
2021-12-31T06:30:00+01:00;Validated;PT15M;-116.922;153.055;2.09;192.12;-112.03;;-114.12;-114.12
2021-12-31T06:15:00+01:00;Validated;PT15M;-124.233;155.355;3.13;192.12;-59.72;;-62.85;-62.85
2021-12-31T06:00:00+01:00;Validated;PT15M;-100.897;206.409;2.41;192.12;-94.21;;-96.62;-96.62
2021-12-31T05:45:00+01:00;Validated;PT15M;-67.412;120.874;0.0;192.12;-98.37;;-98.37;-98.37
2021-12-31T05:30:00+01:00;Validated;PT15M;-179.676;184.576;2.93;194.73;-87.0;;-89.93;-89.93
2021-12-31T05:15:00+01:00;Validated;PT15M;-149.749;168.516;7.2;192.65;-87.0;;-94.2;-94.2
2021-12-31T05:00:00+01:00;Validated;PT15M;-228.086;304.077;7.24;192.12;-119.66;;-126.91;-126.91
2021-12-31T04:45:00+01:00;Validated;PT15M;-125.233;169.356;3.02;192.12;-85.61;;-88.63;-88.63
2021-12-31T04:30:00+01:00;Validated;PT15M;-102.072;187.722;2.97;192.12;-101.39;;-104.37;-104.37
2021-12-31T04:15:00+01:00;Validated;PT15M;-107.888;167.127;2.69;192.12;-98.67;;-101.36;-101.36
2021-12-31T04:00:00+01:00;Validated;PT15M;-111.066;174.581;0.76;192.12;-108.88;;-109.64;-109.64
2021-12-31T03:45:00+01:00;Validated;PT15M;26.289;-1.764;0.0;192.12;-28.0;;192.12;192.12
2021-12-31T03:30:00+01:00;Validated;PT15M;21.662;-12.073;0.0;192.12;-28.0;;192.12;192.12
2021-12-31T03:15:00+01:00;Validated;PT15M;19.872;-9.291;0.0;201.96;-28.0;;201.96;201.96
2021-12-31T03:00:00+01:00;Validated;PT15M;26.704;-12.7;0.0;201.96;-28.0;;201.96;201.96
2021-12-31T02:45:00+01:00;Validated;PT15M;-23.171;33.918;0.0;201.96;-11.95;;-11.95;-11.95
2021-12-31T02:30:00+01:00;Validated;PT15M;15.052;9.762;0.0;201.96;-0.97;;-0.97;-0.97
2021-12-31T02:15:00+01:00;Validated;PT15M;105.798;-91.649;0.0;201.96;68.06;;201.96;201.96
2021-12-31T02:00:00+01:00;Validated;PT15M;145.412;-168.018;1.45;204.74;-11.22;;206.19;206.19
2021-12-31T01:45:00+01:00;Validated;PT15M;-57.321;92.126;0.0;201.96;-35.5;;-35.5;-35.5
2021-12-31T01:30:00+01:00;Validated;PT15M;-45.051;60.447;0.0;192.12;-35.5;;-35.5;-35.5
2021-12-31T01:15:00+01:00;Validated;PT15M;-2.843;39.803;0.0;193.39;-35.5;;-35.5;-35.5
2021-12-31T01:00:00+01:00;Validated;PT15M;68.295;-58.434;0.0;200.2;-35.5;;200.2;200.2
2021-12-31T00:45:00+01:00;Validated;PT15M;-153.973;164.629;2.75;192.12;13.04;;10.29;10.29
2021-12-31T00:30:00+01:00;Validated;PT15M;-167.97;179.724;2.24;192.12;13.04;;10.8;10.8
2021-12-31T00:15:00+01:00;Validated;PT15M;-118.827;137.54;0.0;201.96;13.04;;13.04;13.04
2021-12-31T00:00:00+01:00;Validated;PT15M;66.848;-112.341;0.0;211.83;6.57;;211.83;211.83
2021-12-30T23:45:00+01:00;Validated;PT15M;-107.468;208.429;1.11;192.12;-64.6;;-65.71;-65.71
2021-12-30T23:30:00+01:00;Validated;PT15M;35.87;-17.068;0.0;194.4;0.82;;194.4;194.4
2021-12-30T23:15:00+01:00;Validated;PT15M;118.997;-115.275;0.0;196.33;0.82;;196.33;196.33
2021-12-30T23:00:00+01:00;Validated;PT15M;52.529;-47.393;0.0;196.4;0.82;;196.4;196.4
2021-12-30T22:45:00+01:00;Validated;PT15M;-57.333;86.341;0.0;192.12;10.83;;10.83;10.83
2021-12-30T22:30:00+01:00;Validated;PT15M;-17.915;41.929;0.0;192.12;10.83;;10.83;10.83
2021-12-30T22:15:00+01:00;Validated;PT15M;144.475;-126.5;0.0;192.12;10.83;;192.12;192.12
2021-12-30T22:00:00+01:00;Validated;PT15M;22.795;-29.058;0.0;192.12;10.82;;192.12;192.12
2021-12-30T21:45:00+01:00;Validated;PT15M;-1.191;41.811;0.0;192.12;42.0;;42.0;42.0
2021-12-30T21:30:00+01:00;Validated;PT15M;82.674;-64.545;0.0;192.12;42.0;;192.12;192.12
2021-12-30T21:15:00+01:00;Validated;PT15M;-24.846;36.96;0.0;192.12;42.0;;42.0;42.0
2021-12-30T21:00:00+01:00;Validated;PT15M;-53.424;56.425;0.0;192.12;42.0;;42.0;42.0
2021-12-30T20:45:00+01:00;Validated;PT15M;-70.941;118.913;0.0;192.12;-16.36;;-16.36;-16.36
2021-12-30T20:30:00+01:00;Validated;PT15M;37.906;-7.869;0.0;315.0;55.1;;315.0;315.0
2021-12-30T20:15:00+01:00;Validated;PT15M;107.221;-99.712;0.0;192.12;55.1;;192.12;192.12
2021-12-30T20:00:00+01:00;Validated;PT15M;177.312;-172.468;1.21;194.57;55.1;;195.77;195.77
2021-12-30T19:45:00+01:00;Validated;PT15M;-33.263;63.863;0.0;192.12;50.57;;50.57;50.57
2021-12-30T19:30:00+01:00;Validated;PT15M;-49.883;74.888;0.0;192.12;49.93;;49.93;49.93
2021-12-30T19:15:00+01:00;Validated;PT15M;-11.751;54.338;0.0;192.12;50.57;;50.57;50.57
2021-12-30T19:00:00+01:00;Validated;PT15M;23.422;-4.81;0.0;195.89;50.57;;195.89;195.89
2021-12-30T18:45:00+01:00;Validated;PT15M;-44.981;94.19;0.0;195.57;70.0;;70.0;70.0
2021-12-30T18:30:00+01:00;Validated;PT15M;-76.46;121.34;0.0;192.12;11.83;;11.83;11.83
2021-12-30T18:15:00+01:00;Validated;PT15M;44.455;-19.955;0.0;193.18;70.0;;193.18;193.18
2021-12-30T18:00:00+01:00;Validated;PT15M;-28.002;42.112;0.0;192.17;70.0;;70.0;70.0
2021-12-30T17:45:00+01:00;Validated;PT15M;0.02;-10.092;0.0;195.12;70.0;;195.12;195.12
2021-12-30T17:30:00+01:00;Validated;PT15M;70.13;-87.16;0.0;196.52;70.0;;196.52;196.52
2021-12-30T17:15:00+01:00;Validated;PT15M;-28.135;50.414;0.0;192.13;70.0;;70.0;70.0
2021-12-30T17:00:00+01:00;Validated;PT15M;-46.341;69.131;0.0;192.64;3.71;;3.71;3.71
2021-12-30T16:45:00+01:00;Validated;PT15M;115.935;-105.489;0.0;193.08;0.0;;193.08;193.08
2021-12-30T16:30:00+01:00;Validated;PT15M;-96.142;106.545;0.0;193.06;0.0;;0.0;0.0
2021-12-30T16:15:00+01:00;Validated;PT15M;-156.35;201.749;2.37;192.12;28.72;;26.35;26.35
2021-12-30T16:00:00+01:00;Validated;PT15M;-77.796;123.178;0.0;193.6;5.59;;5.59;5.59
2021-12-30T15:45:00+01:00;Validated;PT15M;-89.121;116.129;0.0;192.12;60.99;;60.99;60.99
2021-12-30T15:30:00+01:00;Validated;PT15M;-19.219;39.035;0.0;192.12;60.99;;60.99;60.99
2021-12-30T15:15:00+01:00;Validated;PT15M;-56.172;72.392;0.0;192.12;60.99;;60.99;60.99
2021-12-30T15:00:00+01:00;Validated;PT15M;59.083;-43.122;0.0;197.12;43.03;;197.12;197.12
2021-12-30T14:45:00+01:00;Validated;PT15M;48.486;-41.57;0.0;197.12;39.75;;197.12;197.12
2021-12-30T14:30:00+01:00;Validated;PT15M;-9.3;10.306;0.0;197.12;39.75;;39.75;39.75
2021-12-30T14:15:00+01:00;Validated;PT15M;-29.838;51.286;0.0;197.12;39.75;;39.75;39.75
2021-12-30T14:00:00+01:00;Validated;PT15M;-70.635;79.737;0.0;197.12;39.75;;39.75;39.75
2021-12-30T13:45:00+01:00;Validated;PT15M;-144.837;177.957;2.61;197.12;50.0;;47.39;47.39
2021-12-30T13:30:00+01:00;Validated;PT15M;-149.895;159.52;1.39;202.05;50.0;;48.61;48.61
2021-12-30T13:15:00+01:00;Validated;PT15M;-77.816;95.712;0.0;202.05;50.0;;50.0;50.0
2021-12-30T13:00:00+01:00;Validated;PT15M;-40.182;45.803;0.0;202.95;0.0;;0.0;0.0
2021-12-30T12:45:00+01:00;Validated;PT15M;-217.521;239.435;4.53;202.05;-10.0;;-14.53;-14.53
2021-12-30T12:30:00+01:00;Validated;PT15M;-165.859;171.282;5.87;202.48;-10.0;;-15.87;-15.87
2021-12-30T12:15:00+01:00;Validated;PT15M;-252.019;273.88;9.43;202.05;-69.11;;-78.55;-78.55
2021-12-30T12:00:00+01:00;Validated;PT15M;-225.746;235.394;2.91;202.05;-16.4;;-19.31;-19.31
2021-12-30T11:45:00+01:00;Validated;PT15M;-93.169;116.499;0.0;202.05;65.38;;65.38;65.38
2021-12-30T11:30:00+01:00;Validated;PT15M;-102.564;114.788;0.0;202.05;62.66;;62.66;62.66
2021-12-30T11:15:00+01:00;Validated;PT15M;-133.315;155.132;4.36;202.05;-48.3;;-52.66;-52.66
2021-12-30T11:00:00+01:00;Validated;PT15M;-107.75;250.419;2.26;199.2;-50.28;;-52.54;-52.54
2021-12-30T10:45:00+01:00;Validated;PT15M;-38.356;68.026;0.0;199.2;69.0;;69.0;69.0
2021-12-30T10:30:00+01:00;Validated;PT15M;-86.585;98.324;0.0;199.2;67.57;;67.57;67.57
2021-12-30T10:15:00+01:00;Validated;PT15M;-87.987;125.952;0.0;199.2;64.63;;64.63;64.63
2021-12-30T10:00:00+01:00;Validated;PT15M;-57.824;59.373;0.0;198.45;27.03;;27.03;27.03
2021-12-30T09:45:00+01:00;Validated;PT15M;-34.043;89.231;0.0;199.66;63.3;;63.3;63.3
2021-12-30T09:30:00+01:00;Validated;PT15M;32.713;-10.167;0.0;198.45;70.0;;198.45;198.45
2021-12-30T09:15:00+01:00;Validated;PT15M;48.089;-48.771;0.0;198.45;70.0;;198.45;198.45
2021-12-30T09:00:00+01:00;Validated;PT15M;34.668;-37.228;0.0;198.45;70.0;;198.45;198.45
2021-12-30T08:45:00+01:00;Validated;PT15M;-19.439;60.222;0.0;199.29;61.81;;61.81;61.81
2021-12-30T08:30:00+01:00;Validated;PT15M;-45.072;74.522;0.0;195.0;65.71;;65.71;65.71
2021-12-30T08:15:00+01:00;Validated;PT15M;-156.635;135.668;0.0;195.0;7.42;;7.42;7.42
2021-12-30T08:00:00+01:00;Validated;PT15M;-159.395;218.527;2.21;195.0;9.24;;7.03;7.03
2021-12-30T07:45:00+01:00;Validated;PT15M;-91.376;97.088;0.0;195.0;-4.89;;-4.89;-4.89
2021-12-30T07:30:00+01:00;Validated;PT15M;-112.159;146.091;0.0;206.24;19.31;;19.31;19.31
2021-12-30T07:15:00+01:00;Validated;PT15M;-226.1;259.57;25.73;195.0;-54.4;;-80.13;-80.13
2021-12-30T07:00:00+01:00;Validated;PT15M;-276.462;391.73;20.95;195.0;-77.95;;-98.9;-98.9
2021-12-30T06:45:00+01:00;Validated;PT15M;-164.847;229.346;2.92;195.0;12.78;;9.86;9.86
2021-12-30T06:30:00+01:00;Validated;PT15M;-109.524;123.073;0.0;204.58;19.31;;19.31;19.31
2021-12-30T06:15:00+01:00;Validated;PT15M;-145.169;254.467;2.55;195.0;-63.65;;-66.2;-66.2
2021-12-30T06:00:00+01:00;Validated;PT15M;-50.735;79.877;0.0;202.03;0.0;;0.0;0.0
2021-12-30T05:45:00+01:00;Validated;PT15M;-122.556;128.797;0.0;195.0;-284.78;;-284.78;-284.78
2021-12-30T05:30:00+01:00;Validated;PT15M;-225.103;302.752;8.33;195.0;-324.22;;-332.55;-332.55
2021-12-30T05:15:00+01:00;Validated;PT15M;-171.204;189.587;7.05;195.0;-251.51;;-258.56;-258.56
2021-12-30T05:00:00+01:00;Validated;PT15M;-254.314;280.19;1.72;195.0;-246.68;;-248.41;-248.41
2021-12-30T04:45:00+01:00;Validated;PT15M;16.598;-3.031;0.0;195.0;-163.0;;195.0;195.0
2021-12-30T04:30:00+01:00;Validated;PT15M;-142.036;117.29;0.0;207.52;-163.0;;-163.0;-163.0
2021-12-30T04:15:00+01:00;Validated;PT15M;-329.487;369.897;53.77;195.0;-163.0;;-216.77;-216.77
2021-12-30T04:00:00+01:00;Validated;PT15M;-214.925;400.053;30.12;195.0;-163.0;;-193.12;-193.12
2021-12-30T03:45:00+01:00;Validated;PT15M;-224.544;275.062;4.23;195.0;-74.67;;-78.9;-78.9
2021-12-30T03:30:00+01:00;Validated;PT15M;-82.119;126.447;0.0;195.0;-7.15;;-7.15;-7.15
2021-12-30T03:15:00+01:00;Validated;PT15M;-24.316;40.573;0.0;195.0;-0.46;;-0.46;-0.46
2021-12-30T03:00:00+01:00;Validated;PT15M;-141.112;158.993;1.79;195.0;-97.35;;-99.13;-99.13
2021-12-30T02:45:00+01:00;Validated;PT15M;-85.185;128.793;0.0;210.37;-12.15;;-12.15;-12.15
2021-12-30T02:30:00+01:00;Validated;PT15M;-37.986;64.345;0.0;210.37;8.99;;8.99;8.99
2021-12-30T02:15:00+01:00;Validated;PT15M;-31.512;52.464;0.0;210.37;15.89;;15.89;15.89
2021-12-30T02:00:00+01:00;Validated;PT15M;45.602;-66.126;0.0;210.37;13.25;;210.37;210.37
2021-12-30T01:45:00+01:00;Validated;PT15M;-103.405;144.672;0.0;210.37;-26.08;;-26.08;-26.08
2021-12-30T01:30:00+01:00;Validated;PT15M;-19.795;50.877;0.0;210.37;36.05;;36.05;36.05
2021-12-30T01:15:00+01:00;Validated;PT15M;-1.977;7.404;0.0;210.37;36.05;;36.05;36.05
2021-12-30T01:00:00+01:00;Validated;PT15M;109.978;-118.948;0.0;210.37;36.05;;210.37;210.37
2021-12-30T00:45:00+01:00;Validated;PT15M;-31.216;55.125;0.0;210.37;49.21;;49.21;49.21
2021-12-30T00:30:00+01:00;Validated;PT15M;-37.562;27.639;0.0;210.37;49.01;;49.01;49.01
2021-12-30T00:15:00+01:00;Validated;PT15M;-74.814;106.023;0.0;210.37;49.08;;49.08;49.08
2021-12-30T00:00:00+01:00;Validated;PT15M;17.873;-41.784;0.0;210.37;46.31;;210.37;210.37
2021-12-29T23:45:00+01:00;Validated;PT15M;-5.044;69.225;0.0;195.0;14.56;;14.56;14.56
2021-12-29T23:30:00+01:00;Validated;PT15M;8.862;14.845;0.0;195.0;70.0;;70.0;70.0
2021-12-29T23:15:00+01:00;Validated;PT15M;102.966;-85.1;0.0;195.0;70.0;;195.0;195.0
2021-12-29T23:00:00+01:00;Validated;PT15M;156.391;-144.305;0.0;195.11;70.0;;195.11;195.11
2021-12-29T22:45:00+01:00;Validated;PT15M;-46.888;55.969;0.0;195.0;56.3;;56.3;56.3
2021-12-29T22:30:00+01:00;Validated;PT15M;-122.13;134.258;0.0;195.03;56.3;;56.3;56.3
2021-12-29T22:15:00+01:00;Validated;PT15M;-144.455;142.717;0.0;195.0;56.27;;56.27;56.27
2021-12-29T22:00:00+01:00;Validated;PT15M;-161.244;183.787;3.17;196.87;0.0;;-3.17;-3.17
2021-12-29T21:45:00+01:00;Validated;PT15M;-160.508;179.645;1.82;195.0;0.0;;-1.82;-1.82
2021-12-29T21:30:00+01:00;Validated;PT15M;-90.275;110.831;0.0;204.1;0.0;;0.0;0.0
2021-12-29T21:15:00+01:00;Validated;PT15M;-237.775;231.403;5.92;195.0;50.95;;45.03;45.03
2021-12-29T21:00:00+01:00;Validated;PT15M;-177.324;214.82;1.32;213.28;69.85;;68.54;68.54
2021-12-29T20:45:00+01:00;Validated;PT15M;22.413;-32.877;0.0;339.0;70.95;;339.0;339.0
2021-12-29T20:30:00+01:00;Validated;PT15M;19.066;-1.15;0.0;339.0;71.12;;339.0;339.0
2021-12-29T20:15:00+01:00;Validated;PT15M;159.058;-116.513;0.0;356.9;70.74;;356.9;356.9
2021-12-29T20:00:00+01:00;Validated;PT15M;194.321;-221.813;1.66;339.0;75.0;;340.66;340.66
2021-12-29T19:45:00+01:00;Validated;PT15M;71.18;-56.539;0.0;356.9;75.0;;356.9;356.9
2021-12-29T19:30:00+01:00;Validated;PT15M;180.911;-188.929;4.91;356.9;70.0;;361.81;361.81
2021-12-29T19:15:00+01:00;Validated;PT15M;231.402;-232.499;19.32;213.77;70.0;;233.09;233.09
2021-12-29T19:00:00+01:00;Validated;PT15M;279.709;-376.854;3.9;214.63;70.0;;218.52;218.52
2021-12-29T18:45:00+01:00;Validated;PT15M;-10.949;13.733;0.0;160.0;70.0;;70.0;70.0
2021-12-29T18:30:00+01:00;Validated;PT15M;11.513;1.457;0.0;171.51;70.0;;70.0;70.0
2021-12-29T18:15:00+01:00;Validated;PT15M;-25.366;29.82;0.0;180.01;70.0;;70.0;70.0
2021-12-29T18:00:00+01:00;Validated;PT15M;65.197;-63.14;0.0;213.28;70.0;;213.28;213.28
2021-12-29T17:45:00+01:00;Validated;PT15M;16.123;-21.16;0.0;219.95;70.0;;219.95;219.95
2021-12-29T17:30:00+01:00;Validated;PT15M;53.537;-57.197;0.0;219.95;70.0;;219.95;219.95
2021-12-29T17:15:00+01:00;Validated;PT15M;58.143;-86.241;0.0;213.28;70.0;;213.28;213.28
2021-12-29T17:00:00+01:00;Validated;PT15M;37.229;-16.74;0.0;356.9;70.0;;356.9;356.9
2021-12-29T16:45:00+01:00;Validated;PT15M;195.474;-203.668;2.77;225.0;70.0;;227.77;227.77
2021-12-29T16:30:00+01:00;Validated;PT15M;136.525;-141.763;0.0;225.0;70.0;;225.0;225.0
2021-12-29T16:15:00+01:00;Validated;PT15M;129.616;-128.525;0.0;160.0;70.0;;160.0;160.0
2021-12-29T16:00:00+01:00;Validated;PT15M;118.485;-113.622;0.0;160.0;70.0;;160.0;160.0
2021-12-29T15:45:00+01:00;Validated;PT15M;-2.579;9.102;0.0;218.28;70.0;;70.0;70.0
2021-12-29T15:30:00+01:00;Validated;PT15M;36.88;-29.832;0.0;231.2;72.93;;231.2;231.2
2021-12-29T15:15:00+01:00;Validated;PT15M;26.352;-44.095;0.0;233.98;71.69;;233.98;233.98
2021-12-29T15:00:00+01:00;Validated;PT15M;-3.789;19.141;0.0;218.28;71.93;;71.93;71.93
2021-12-29T14:45:00+01:00;Validated;PT15M;21.257;-16.268;0.0;213.28;70.0;;213.28;213.28
2021-12-29T14:30:00+01:00;Validated;PT15M;97.401;-95.289;0.0;213.28;70.0;;213.28;213.28
2021-12-29T14:15:00+01:00;Validated;PT15M;91.11;-92.837;0.0;213.28;70.0;;213.28;213.28
2021-12-29T14:00:00+01:00;Validated;PT15M;175.6;-200.119;1.57;217.5;70.0;;219.07;219.07
2021-12-29T13:45:00+01:00;Validated;PT15M;-64.067;70.636;0.0;213.28;70.0;;70.0;70.0
2021-12-29T13:30:00+01:00;Validated;PT15M;54.653;-52.918;0.0;369.92;70.0;;369.92;369.92
2021-12-29T13:15:00+01:00;Validated;PT15M;190.433;-176.156;5.26;356.9;70.0;;362.16;362.16
2021-12-29T13:00:00+01:00;Validated;PT15M;159.268;-254.467;3.82;226.58;70.0;;230.4;230.4
2021-12-29T12:45:00+01:00;Validated;PT15M;-132.949;133.481;0.0;213.28;70.0;;70.0;70.0
2021-12-29T12:30:00+01:00;Validated;PT15M;-141.109;149.703;0.0;177.49;70.0;;70.0;70.0
2021-12-29T12:15:00+01:00;Validated;PT15M;103.517;-82.369;0.0;226.06;70.0;;226.06;226.06
2021-12-29T12:00:00+01:00;Validated;PT15M;128.35;-204.27;0.95;223.47;70.0;;224.41;224.41
2021-12-29T11:45:00+01:00;Validated;PT15M;-4.249;-0.333;0.0;213.28;70.0;;213.28;213.28
2021-12-29T11:30:00+01:00;Validated;PT15M;33.409;-41.596;0.0;213.28;70.0;;213.28;213.28
2021-12-29T11:15:00+01:00;Validated;PT15M;54.03;-46.784;0.0;213.28;70.0;;213.28;213.28
2021-12-29T11:00:00+01:00;Validated;PT15M;103.114;-176.846;0.95;217.82;70.0;;218.77;218.77
2021-12-29T10:45:00+01:00;Validated;PT15M;-33.501;28.105;0.0;204.2;70.0;;70.0;70.0
